,image,subject,scanner,type,view
356,freesurfer/s11-bas-si-skyra-16-mprage-20140518/s11-bas-si-skyra-16-mprage-20140518_z.png,s11,bas-skyra-mprage,freesurfer,Axial
357,freesurfer/s10-ams-ge-discovery-3-fspgr-20140519/s10-ams-ge-discovery-3-fspgr-20140519_x.png,s10,ams-discovery-fspgr,freesurfer,Sagittal
358,freesurfer/s10-ams-ge-discovery-3-fspgr-20140519/s10-ams-ge-discovery-3-fspgr-20140519_y.png,s10,ams-discovery-fspgr,freesurfer,Coronal
359,freesurfer/s10-ams-ge-discovery-3-fspgr-20140519/s10-ams-ge-discovery-3-fspgr-20140519_z.png,s10,ams-discovery-fspgr,freesurfer,Axial
360,freesurfer/s05-ams-ge-discovery-7-fspgr-20140519/s05-ams-ge-discovery-7-fspgr-20140519_x.png,s05,ams-discovery-fspgr,freesurfer,Sagittal
361,freesurfer/s05-ams-ge-discovery-7-fspgr-20140519/s05-ams-ge-discovery-7-fspgr-20140519_y.png,s05,ams-discovery-fspgr,freesurfer,Coronal
362,freesurfer/s05-ams-ge-discovery-7-fspgr-20140519/s05-ams-ge-discovery-7-fspgr-20140519_z.png,s05,ams-discovery-fspgr,freesurfer,Axial
363,freesurfer/s10-bas-si-prisma-4-t1se-20140518/s10-bas-si-prisma-4-t1se-20140518_y.png,s10,bas-prisma-t1se,freesurfer,Coronal
364,freesurfer/s10-bas-si-prisma-4-t1se-20140518/s10-bas-si-prisma-4-t1se-20140518_x.png,s10,bas-prisma-t1se,freesurfer,Sagittal
365,freesurfer/s10-bas-si-prisma-4-t1se-20140518/s10-bas-si-prisma-4-t1se-20140518_z.png,s10,bas-prisma-t1se,freesurfer,Axial
366,freesurfer/s04-bas-si-skyra-16-mprage-20140518/s04-bas-si-skyra-16-mprage-20140518_y.png,s04,bas-skyra-mprage,freesurfer,Coronal
367,freesurfer/s04-bas-si-skyra-16-mprage-20140518/s04-bas-si-skyra-16-mprage-20140518_x.png,s04,bas-skyra-mprage,freesurfer,Sagittal
368,freesurfer/s04-bas-si-skyra-16-mprage-20140518/s04-bas-si-skyra-16-mprage-20140518_z.png,s04,bas-skyra-mprage,freesurfer,Axial
369,freesurfer/s01-bas-si-avanto-21-mprage-20140518/s01-bas-si-avanto-21-mprage-20140518_y.png,s01,bas-avanto-mprage,freesurfer,Coronal
370,freesurfer/s01-bas-si-avanto-21-mprage-20140518/s01-bas-si-avanto-21-mprage-20140518_x.png,s01,bas-avanto-mprage,freesurfer,Sagittal
371,freesurfer/s01-bas-si-avanto-21-mprage-20140518/s01-bas-si-avanto-21-mprage-20140518_z.png,s01,bas-avanto-mprage,freesurfer,Axial
372,freesurfer/s08-bas-si-skyra-6-mprage-20140518/s08-bas-si-skyra-6-mprage-20140518_x.png,s08,bas-skyra-mprage,freesurfer,Sagittal
373,freesurfer/s08-bas-si-skyra-6-mprage-20140518/s08-bas-si-skyra-6-mprage-20140518_y.png,s08,bas-skyra-mprage,freesurfer,Coronal
374,freesurfer/s08-bas-si-skyra-6-mprage-20140518/s08-bas-si-skyra-6-mprage-20140518_z.png,s08,bas-skyra-mprage,freesurfer,Axial
375,freesurfer/s07-ber-si-sonata-5-mprage-20140520/s07-ber-si-sonata-5-mprage-20140520_x.png,s07,ber-sonata-mprage,freesurfer,Sagittal
376,freesurfer/s07-ber-si-sonata-5-mprage-20140520/s07-ber-si-sonata-5-mprage-20140520_y.png,s07,ber-sonata-mprage,freesurfer,Coronal
377,freesurfer/s07-ber-si-sonata-5-mprage-20140520/s07-ber-si-sonata-5-mprage-20140520_z.png,s07,ber-sonata-mprage,freesurfer,Axial
378,freesurfer/s07-osl-ge-signa-3-fspgr-20140522/s07-osl-ge-signa-3-fspgr-20140522_x.png,s07,osl-signa-fspgr,freesurfer,Sagittal
379,freesurfer/s07-osl-ge-signa-3-fspgr-20140522/s07-osl-ge-signa-3-fspgr-20140522_y.png,s07,osl-signa-fspgr,freesurfer,Coronal
380,freesurfer/s07-osl-ge-signa-3-fspgr-20140522/s07-osl-ge-signa-3-fspgr-20140522_z.png,s07,osl-signa-fspgr,freesurfer,Axial
381,freesurfer/s08-ams-ge-discovery-3-fspgr-20140519/s08-ams-ge-discovery-3-fspgr-20140519_z.png,s08,ams-discovery-fspgr,freesurfer,Axial
382,freesurfer/s08-ams-ge-discovery-3-fspgr-20140519/s08-ams-ge-discovery-3-fspgr-20140519_y.png,s08,ams-discovery-fspgr,freesurfer,Coronal
383,freesurfer/s08-ams-ge-discovery-3-fspgr-20140519/s08-ams-ge-discovery-3-fspgr-20140519_x.png,s08,ams-discovery-fspgr,freesurfer,Sagittal
384,freesurfer/s05-sf-si-skyra-7-mprage-20140326/s05-sf-si-skyra-7-mprage-20140326_y.png,s05,sf-skyra-mprage,freesurfer,Coronal
385,freesurfer/s05-sf-si-skyra-7-mprage-20140326/s05-sf-si-skyra-7-mprage-20140326_x.png,s05,sf-skyra-mprage,freesurfer,Sagittal
386,freesurfer/s05-sf-si-skyra-7-mprage-20140326/s05-sf-si-skyra-7-mprage-20140326_z.png,s05,sf-skyra-mprage,freesurfer,Axial
387,freesurfer/s06-ams-ge-discovery-7-fspgr-20140519/s06-ams-ge-discovery-7-fspgr-20140519_x.png,s06,ams-discovery-fspgr,freesurfer,Sagittal
388,freesurfer/s06-ams-ge-discovery-7-fspgr-20140519/s06-ams-ge-discovery-7-fspgr-20140519_y.png,s06,ams-discovery-fspgr,freesurfer,Coronal
389,freesurfer/s06-ams-ge-discovery-7-fspgr-20140519/s06-ams-ge-discovery-7-fspgr-20140519_z.png,s06,ams-discovery-fspgr,freesurfer,Axial
390,freesurfer/s02-mil-ph-intera-501-mprage-20140510/s02-mil-ph-intera-501-mprage-20140510_y.png,s02,mil-intera-mprage,freesurfer,Coronal
391,freesurfer/s02-mil-ph-intera-501-mprage-20140510/s02-mil-ph-intera-501-mprage-20140510_x.png,s02,mil-intera-mprage,freesurfer,Sagittal
392,freesurfer/s02-mil-ph-intera-501-mprage-20140510/s02-mil-ph-intera-501-mprage-20140510_z.png,s02,mil-intera-mprage,freesurfer,Axial
393,freesurfer/s02-bas-si-skyra-10-t1se-20140518/s02-bas-si-skyra-10-t1se-20140518_y.png,s02,bas-skyra-t1se,freesurfer,Coronal
394,freesurfer/s02-bas-si-skyra-10-t1se-20140518/s02-bas-si-skyra-10-t1se-20140518_x.png,s02,bas-skyra-t1se,freesurfer,Sagittal
395,freesurfer/s02-bas-si-skyra-10-t1se-20140518/s02-bas-si-skyra-10-t1se-20140518_z.png,s02,bas-skyra-t1se,freesurfer,Axial
396,freesurfer/s03-ber-si-triotim-5-mprage_r01-20140520/s03-ber-si-triotim-5-mprage_r01-20140520_x.png,s03,ber-triotim-mprage,freesurfer,Sagittal
397,freesurfer/s03-ber-si-triotim-5-mprage_r01-20140520/s03-ber-si-triotim-5-mprage_r01-20140520_y.png,s03,ber-triotim-mprage,freesurfer,Coronal
398,freesurfer/s03-ber-si-triotim-5-mprage_r01-20140520/s03-ber-si-triotim-5-mprage_r01-20140520_z.png,s03,ber-triotim-mprage,freesurfer,Axial
399,freesurfer/s00-mil-ph-intera-501-mprage-20140514/s00-mil-ph-intera-501-mprage-20140514_y.png,s00,mil-intera-mprage,freesurfer,Coronal
400,freesurfer/s00-mil-ph-intera-501-mprage-20140514/s00-mil-ph-intera-501-mprage-20140514_x.png,s00,mil-intera-mprage,freesurfer,Sagittal
401,freesurfer/s00-mil-ph-intera-501-mprage-20140514/s00-mil-ph-intera-501-mprage-20140514_z.png,s00,mil-intera-mprage,freesurfer,Axial
402,freesurfer/s07-mil-ph-intera-701-mprage-20140514/s07-mil-ph-intera-701-mprage-20140514_y.png,s07,mil-intera-mprage,freesurfer,Coronal
403,freesurfer/s07-mil-ph-intera-701-mprage-20140514/s07-mil-ph-intera-701-mprage-20140514_x.png,s07,mil-intera-mprage,freesurfer,Sagittal
404,freesurfer/s07-mil-ph-intera-701-mprage-20140514/s07-mil-ph-intera-701-mprage-20140514_z.png,s07,mil-intera-mprage,freesurfer,Axial
405,freesurfer/s02-bas-si-prisma-2-mprage-20140518/s02-bas-si-prisma-2-mprage-20140518_x.png,s02,bas-prisma-mprage,freesurfer,Sagittal
406,freesurfer/s02-bas-si-prisma-2-mprage-20140518/s02-bas-si-prisma-2-mprage-20140518_y.png,s02,bas-prisma-mprage,freesurfer,Coronal
407,freesurfer/s02-bas-si-prisma-2-mprage-20140518/s02-bas-si-prisma-2-mprage-20140518_z.png,s02,bas-prisma-mprage,freesurfer,Axial
408,freesurfer/s11-bas-si-avanto-22-mprage-20140518/s11-bas-si-avanto-22-mprage-20140518_z.png,s11,bas-avanto-mprage,freesurfer,Axial
409,freesurfer/s11-bas-si-avanto-22-mprage-20140518/s11-bas-si-avanto-22-mprage-20140518_y.png,s11,bas-avanto-mprage,freesurfer,Coronal
410,freesurfer/s11-bas-si-avanto-22-mprage-20140518/s11-bas-si-avanto-22-mprage-20140518_x.png,s11,bas-avanto-mprage,freesurfer,Sagittal
411,freesurfer/s11-sf-si-skyra-7-mprage-20140415/s11-sf-si-skyra-7-mprage-20140415_x.png,s11,sf-skyra-mprage,freesurfer,Sagittal
412,freesurfer/s11-sf-si-skyra-7-mprage-20140415/s11-sf-si-skyra-7-mprage-20140415_y.png,s11,sf-skyra-mprage,freesurfer,Coronal
413,freesurfer/s11-sf-si-skyra-7-mprage-20140415/s11-sf-si-skyra-7-mprage-20140415_z.png,s11,sf-skyra-mprage,freesurfer,Axial
414,freesurfer/s05-ber-si-triotim-5-mprage-20140520/s05-ber-si-triotim-5-mprage-20140520_y.png,s05,ber-triotim-mprage,freesurfer,Coronal
415,freesurfer/s05-ber-si-triotim-5-mprage-20140520/s05-ber-si-triotim-5-mprage-20140520_x.png,s05,ber-triotim-mprage,freesurfer,Sagittal
416,freesurfer/s05-ber-si-triotim-5-mprage-20140520/s05-ber-si-triotim-5-mprage-20140520_z.png,s05,ber-triotim-mprage,freesurfer,Axial
417,freesurfer/s09-mil-ph-intera-401-sense-20140514/s09-mil-ph-intera-401-sense-20140514_x.png,s09,mil-intera-sense,freesurfer,Sagittal
418,freesurfer/s09-mil-ph-intera-401-sense-20140514/s09-mil-ph-intera-401-sense-20140514_y.png,s09,mil-intera-sense,freesurfer,Coronal
419,freesurfer/s09-mil-ph-intera-401-sense-20140514/s09-mil-ph-intera-401-sense-20140514_z.png,s09,mil-intera-sense,freesurfer,Axial
420,freesurfer/s09-osl-ge-signa-3-fspgr-20140521/s09-osl-ge-signa-3-fspgr-20140521_y.png,s09,osl-signa-fspgr,freesurfer,Coronal
421,freesurfer/s09-osl-ge-signa-3-fspgr-20140521/s09-osl-ge-signa-3-fspgr-20140521_x.png,s09,osl-signa-fspgr,freesurfer,Sagittal
422,freesurfer/s09-osl-ge-signa-3-fspgr-20140521/s09-osl-ge-signa-3-fspgr-20140521_z.png,s09,osl-signa-fspgr,freesurfer,Axial
423,freesurfer/s04-bas-si-prisma-4-t1se-20140518/s04-bas-si-prisma-4-t1se-20140518_z.png,s04,bas-prisma-t1se,freesurfer,Axial
424,freesurfer/s04-bas-si-prisma-4-t1se-20140518/s04-bas-si-prisma-4-t1se-20140518_x.png,s04,bas-prisma-t1se,freesurfer,Sagittal
425,freesurfer/s04-bas-si-prisma-4-t1se-20140518/s04-bas-si-prisma-4-t1se-20140518_y.png,s04,bas-prisma-t1se,freesurfer,Coronal
426,freesurfer/s05-mil-ph-intera-1001-mprage-20140514/s05-mil-ph-intera-1001-mprage-20140514_z.png,s05,mil-intera-mprage,freesurfer,Axial
427,freesurfer/s05-mil-ph-intera-1001-mprage-20140514/s05-mil-ph-intera-1001-mprage-20140514_x.png,s05,mil-intera-mprage,freesurfer,Sagittal
428,freesurfer/s05-mil-ph-intera-1001-mprage-20140514/s05-mil-ph-intera-1001-mprage-20140514_y.png,s05,mil-intera-mprage,freesurfer,Coronal
429,freesurfer/s00-mil-ph-intera-401-sense-20140514/s00-mil-ph-intera-401-sense-20140514_x.png,s00,mil-intera-sense,freesurfer,Sagittal
430,freesurfer/s00-mil-ph-intera-401-sense-20140514/s00-mil-ph-intera-401-sense-20140514_y.png,s00,mil-intera-sense,freesurfer,Coronal
431,freesurfer/s00-mil-ph-intera-401-sense-20140514/s00-mil-ph-intera-401-sense-20140514_z.png,s00,mil-intera-sense,freesurfer,Axial
432,freesurfer/s06-bas-si-skyra-6-mprage-20140518/s06-bas-si-skyra-6-mprage-20140518_z.png,s06,bas-skyra-mprage,freesurfer,Axial
433,freesurfer/s06-bas-si-skyra-6-mprage-20140518/s06-bas-si-skyra-6-mprage-20140518_x.png,s06,bas-skyra-mprage,freesurfer,Sagittal
434,freesurfer/s06-bas-si-skyra-6-mprage-20140518/s06-bas-si-skyra-6-mprage-20140518_y.png,s06,bas-skyra-mprage,freesurfer,Coronal
435,freesurfer/s03-mil-ph-intera-501-mprage-20140514/s03-mil-ph-intera-501-mprage-20140514_x.png,s03,mil-intera-mprage,freesurfer,Sagittal
436,freesurfer/s03-mil-ph-intera-501-mprage-20140514/s03-mil-ph-intera-501-mprage-20140514_y.png,s03,mil-intera-mprage,freesurfer,Coronal
437,freesurfer/s03-mil-ph-intera-501-mprage-20140514/s03-mil-ph-intera-501-mprage-20140514_z.png,s03,mil-intera-mprage,freesurfer,Axial
438,freesurfer/s08-osl-ge-signa-3-fspgr-20140522/s08-osl-ge-signa-3-fspgr-20140522_z.png,s08,osl-signa-fspgr,freesurfer,Axial
439,freesurfer/s08-osl-ge-signa-3-fspgr-20140522/s08-osl-ge-signa-3-fspgr-20140522_x.png,s08,osl-signa-fspgr,freesurfer,Sagittal
440,freesurfer/s08-osl-ge-signa-3-fspgr-20140522/s08-osl-ge-signa-3-fspgr-20140522_y.png,s08,osl-signa-fspgr,freesurfer,Coronal
441,freesurfer/s11-bas-si-skyra-19-t1se-20140518/s11-bas-si-skyra-19-t1se-20140518_y.png,s11,bas-skyra-t1se,freesurfer,Coronal
442,freesurfer/s11-bas-si-skyra-19-t1se-20140518/s11-bas-si-skyra-19-t1se-20140518_x.png,s11,bas-skyra-t1se,freesurfer,Sagittal
443,freesurfer/s11-bas-si-skyra-19-t1se-20140518/s11-bas-si-skyra-19-t1se-20140518_z.png,s11,bas-skyra-t1se,freesurfer,Axial
444,freesurfer/s02-bas-si-prisma-4-t1se-20140518/s02-bas-si-prisma-4-t1se-20140518_z.png,s02,bas-prisma-t1se,freesurfer,Axial
445,freesurfer/s02-bas-si-prisma-4-t1se-20140518/s02-bas-si-prisma-4-t1se-20140518_x.png,s02,bas-prisma-t1se,freesurfer,Sagittal
446,freesurfer/s02-bas-si-prisma-4-t1se-20140518/s02-bas-si-prisma-4-t1se-20140518_y.png,s02,bas-prisma-t1se,freesurfer,Coronal
447,freesurfer/s02-bas-si-avanto-14-t1se-20140518/s02-bas-si-avanto-14-t1se-20140518_y.png,s02,bas-avanto-t1se,freesurfer,Coronal
448,freesurfer/s02-bas-si-avanto-14-t1se-20140518/s02-bas-si-avanto-14-t1se-20140518_x.png,s02,bas-avanto-t1se,freesurfer,Sagittal
449,freesurfer/s02-bas-si-avanto-14-t1se-20140518/s02-bas-si-avanto-14-t1se-20140518_z.png,s02,bas-avanto-t1se,freesurfer,Axial
450,freesurfer/s11-ams-ge-discovery-8-fspgr-20140519/s11-ams-ge-discovery-8-fspgr-20140519_z.png,s11,ams-discovery-fspgr,freesurfer,Axial
451,freesurfer/s11-ams-ge-discovery-8-fspgr-20140519/s11-ams-ge-discovery-8-fspgr-20140519_x.png,s11,ams-discovery-fspgr,freesurfer,Sagittal
452,freesurfer/s11-ams-ge-discovery-8-fspgr-20140519/s11-ams-ge-discovery-8-fspgr-20140519_y.png,s11,ams-discovery-fspgr,freesurfer,Coronal
453,freesurfer/s06-bas-si-avanto-13-mprage-20140518/s06-bas-si-avanto-13-mprage-20140518_x.png,s06,bas-avanto-mprage,freesurfer,Sagittal
454,freesurfer/s06-bas-si-avanto-13-mprage-20140518/s06-bas-si-avanto-13-mprage-20140518_y.png,s06,bas-avanto-mprage,freesurfer,Coronal
455,freesurfer/s06-bas-si-avanto-13-mprage-20140518/s06-bas-si-avanto-13-mprage-20140518_z.png,s06,bas-avanto-mprage,freesurfer,Axial
456,freesurfer/s09-bas-si-avanto-7-mprage-20140518/s09-bas-si-avanto-7-mprage-20140518_z.png,s09,bas-avanto-mprage,freesurfer,Axial
457,freesurfer/s09-bas-si-avanto-7-mprage-20140518/s09-bas-si-avanto-7-mprage-20140518_y.png,s09,bas-avanto-mprage,freesurfer,Coronal
458,freesurfer/s09-bas-si-avanto-7-mprage-20140518/s09-bas-si-avanto-7-mprage-20140518_x.png,s09,bas-avanto-mprage,freesurfer,Sagittal
459,freesurfer/s04-bas-si-skyra-10-t1se-20140518/s04-bas-si-skyra-10-t1se-20140518_y.png,s04,bas-skyra-t1se,freesurfer,Coronal
460,freesurfer/s04-bas-si-skyra-10-t1se-20140518/s04-bas-si-skyra-10-t1se-20140518_x.png,s04,bas-skyra-t1se,freesurfer,Sagittal
461,freesurfer/s04-bas-si-skyra-10-t1se-20140518/s04-bas-si-skyra-10-t1se-20140518_z.png,s04,bas-skyra-t1se,freesurfer,Axial
462,freesurfer/s03-bas-si-prisma-2-mprage-20140518/s03-bas-si-prisma-2-mprage-20140518_z.png,s03,bas-prisma-mprage,freesurfer,Axial
463,freesurfer/s03-bas-si-prisma-2-mprage-20140518/s03-bas-si-prisma-2-mprage-20140518_x.png,s03,bas-prisma-mprage,freesurfer,Sagittal
464,freesurfer/s03-bas-si-prisma-2-mprage-20140518/s03-bas-si-prisma-2-mprage-20140518_y.png,s03,bas-prisma-mprage,freesurfer,Coronal
465,freesurfer/s06-osl-ge-signa-7-fspgr-20140522/s06-osl-ge-signa-7-fspgr-20140522_z.png,s06,osl-signa-fspgr,freesurfer,Axial
466,freesurfer/s06-osl-ge-signa-7-fspgr-20140522/s06-osl-ge-signa-7-fspgr-20140522_y.png,s06,osl-signa-fspgr,freesurfer,Coronal
467,freesurfer/s06-osl-ge-signa-7-fspgr-20140522/s06-osl-ge-signa-7-fspgr-20140522_x.png,s06,osl-signa-fspgr,freesurfer,Sagittal
468,freesurfer/s02-bas-si-skyra-6-mprage-20140518/s02-bas-si-skyra-6-mprage-20140518_z.png,s02,bas-skyra-mprage,freesurfer,Axial
469,freesurfer/s02-bas-si-skyra-6-mprage-20140518/s02-bas-si-skyra-6-mprage-20140518_x.png,s02,bas-skyra-mprage,freesurfer,Sagittal
470,freesurfer/s02-bas-si-skyra-6-mprage-20140518/s02-bas-si-skyra-6-mprage-20140518_y.png,s02,bas-skyra-mprage,freesurfer,Coronal
471,freesurfer/s05-mil-ph-intera-501-mprage-20140514/s05-mil-ph-intera-501-mprage-20140514_x.png,s05,mil-intera-mprage,freesurfer,Sagittal
472,freesurfer/s05-mil-ph-intera-501-mprage-20140514/s05-mil-ph-intera-501-mprage-20140514_y.png,s05,mil-intera-mprage,freesurfer,Coronal
473,freesurfer/s05-mil-ph-intera-501-mprage-20140514/s05-mil-ph-intera-501-mprage-20140514_z.png,s05,mil-intera-mprage,freesurfer,Axial
474,freesurfer/s00-sf-si-skyra-7-mprage-20140326/s00-sf-si-skyra-7-mprage-20140326_y.png,s00,sf-skyra-mprage,freesurfer,Coronal
475,freesurfer/s00-sf-si-skyra-7-mprage-20140326/s00-sf-si-skyra-7-mprage-20140326_x.png,s00,sf-skyra-mprage,freesurfer,Sagittal
476,freesurfer/s00-sf-si-skyra-7-mprage-20140326/s00-sf-si-skyra-7-mprage-20140326_z.png,s00,sf-skyra-mprage,freesurfer,Axial
477,freesurfer/s03-osl-ge-signa-3-fspgr-20140521/s03-osl-ge-signa-3-fspgr-20140521_x.png,s03,osl-signa-fspgr,freesurfer,Sagittal
478,freesurfer/s03-osl-ge-signa-3-fspgr-20140521/s03-osl-ge-signa-3-fspgr-20140521_y.png,s03,osl-signa-fspgr,freesurfer,Coronal
479,freesurfer/s03-osl-ge-signa-3-fspgr-20140521/s03-osl-ge-signa-3-fspgr-20140521_z.png,s03,osl-signa-fspgr,freesurfer,Axial
480,freesurfer/s01-bas-si-prisma-2-mprage-20140518/s01-bas-si-prisma-2-mprage-20140518_y.png,s01,bas-prisma-mprage,freesurfer,Coronal
481,freesurfer/s01-bas-si-prisma-2-mprage-20140518/s01-bas-si-prisma-2-mprage-20140518_x.png,s01,bas-prisma-mprage,freesurfer,Sagittal
482,freesurfer/s01-bas-si-prisma-2-mprage-20140518/s01-bas-si-prisma-2-mprage-20140518_z.png,s01,bas-prisma-mprage,freesurfer,Axial
483,freesurfer/s08-bas-si-avanto-6-mprage-20140518/s08-bas-si-avanto-6-mprage-20140518_z.png,s08,bas-avanto-mprage,freesurfer,Axial
484,freesurfer/s08-bas-si-avanto-6-mprage-20140518/s08-bas-si-avanto-6-mprage-20140518_x.png,s08,bas-avanto-mprage,freesurfer,Sagittal
485,freesurfer/s08-bas-si-avanto-6-mprage-20140518/s08-bas-si-avanto-6-mprage-20140518_y.png,s08,bas-avanto-mprage,freesurfer,Coronal
486,freesurfer/s06-mil-ph-intera-1001-mprage-20140510/s06-mil-ph-intera-1001-mprage-20140510_x.png,s06,mil-intera-mprage,freesurfer,Sagittal
487,freesurfer/s06-mil-ph-intera-1001-mprage-20140510/s06-mil-ph-intera-1001-mprage-20140510_y.png,s06,mil-intera-mprage,freesurfer,Coronal
488,freesurfer/s06-mil-ph-intera-1001-mprage-20140510/s06-mil-ph-intera-1001-mprage-20140510_z.png,s06,mil-intera-mprage,freesurfer,Axial
489,freesurfer/s02-osl-ge-signa-3-fspgr-20140522/s02-osl-ge-signa-3-fspgr-20140522_z.png,s02,osl-signa-fspgr,freesurfer,Axial
490,freesurfer/s02-osl-ge-signa-3-fspgr-20140522/s02-osl-ge-signa-3-fspgr-20140522_y.png,s02,osl-signa-fspgr,freesurfer,Coronal
491,freesurfer/s02-osl-ge-signa-3-fspgr-20140522/s02-osl-ge-signa-3-fspgr-20140522_x.png,s02,osl-signa-fspgr,freesurfer,Sagittal
492,freesurfer/s00-osl-ge-signa-9-fspgr-20140522/s00-osl-ge-signa-9-fspgr-20140522_y.png,s00,osl-signa-fspgr,freesurfer,Coronal
493,freesurfer/s00-osl-ge-signa-9-fspgr-20140522/s00-osl-ge-signa-9-fspgr-20140522_x.png,s00,osl-signa-fspgr,freesurfer,Sagittal
494,freesurfer/s00-osl-ge-signa-9-fspgr-20140522/s00-osl-ge-signa-9-fspgr-20140522_z.png,s00,osl-signa-fspgr,freesurfer,Axial
495,freesurfer/s03-bas-si-avanto-21-mprage-20140518/s03-bas-si-avanto-21-mprage-20140518_z.png,s03,bas-avanto-mprage,freesurfer,Axial
496,freesurfer/s03-bas-si-avanto-21-mprage-20140518/s03-bas-si-avanto-21-mprage-20140518_y.png,s03,bas-avanto-mprage,freesurfer,Coronal
497,freesurfer/s03-bas-si-avanto-21-mprage-20140518/s03-bas-si-avanto-21-mprage-20140518_x.png,s03,bas-avanto-mprage,freesurfer,Sagittal
498,freesurfer/s03-ams-ge-discovery-8-fspgr-20140519/s03-ams-ge-discovery-8-fspgr-20140519_z.png,s03,ams-discovery-fspgr,freesurfer,Axial
499,freesurfer/s03-ams-ge-discovery-8-fspgr-20140519/s03-ams-ge-discovery-8-fspgr-20140519_x.png,s03,ams-discovery-fspgr,freesurfer,Sagittal
500,freesurfer/s03-ams-ge-discovery-8-fspgr-20140519/s03-ams-ge-discovery-8-fspgr-20140519_y.png,s03,ams-discovery-fspgr,freesurfer,Coronal
501,freesurfer/s08-bas-si-skyra-10-t1se-20140518/s08-bas-si-skyra-10-t1se-20140518_x.png,s08,bas-skyra-t1se,freesurfer,Sagittal
502,freesurfer/s08-bas-si-skyra-10-t1se-20140518/s08-bas-si-skyra-10-t1se-20140518_y.png,s08,bas-skyra-t1se,freesurfer,Coronal
503,freesurfer/s08-bas-si-skyra-10-t1se-20140518/s08-bas-si-skyra-10-t1se-20140518_z.png,s08,bas-skyra-t1se,freesurfer,Axial
504,freesurfer/s10-sf-si-skyra-7-mprage-20140408/s10-sf-si-skyra-7-mprage-20140408_z.png,s10,sf-skyra-mprage,freesurfer,Axial
505,freesurfer/s10-sf-si-skyra-7-mprage-20140408/s10-sf-si-skyra-7-mprage-20140408_x.png,s10,sf-skyra-mprage,freesurfer,Sagittal
506,freesurfer/s10-sf-si-skyra-7-mprage-20140408/s10-sf-si-skyra-7-mprage-20140408_y.png,s10,sf-skyra-mprage,freesurfer,Coronal
507,freesurfer/s02-ber-si-triotim-5-mprage_r01-20140520/s02-ber-si-triotim-5-mprage_r01-20140520_z.png,s02,ber-triotim-mprage,freesurfer,Axial
508,freesurfer/s02-ber-si-triotim-5-mprage_r01-20140520/s02-ber-si-triotim-5-mprage_r01-20140520_y.png,s02,ber-triotim-mprage,freesurfer,Coronal
509,freesurfer/s02-ber-si-triotim-5-mprage_r01-20140520/s02-ber-si-triotim-5-mprage_r01-20140520_x.png,s02,ber-triotim-mprage,freesurfer,Sagittal
510,freesurfer/s01-ber-si-triotim-5-mprage-20140520/s01-ber-si-triotim-5-mprage-20140520_x.png,s01,ber-triotim-mprage,freesurfer,Sagittal
511,freesurfer/s01-ber-si-triotim-5-mprage-20140520/s01-ber-si-triotim-5-mprage-20140520_y.png,s01,ber-triotim-mprage,freesurfer,Coronal
512,freesurfer/s01-ber-si-triotim-5-mprage-20140520/s01-ber-si-triotim-5-mprage-20140520_z.png,s01,ber-triotim-mprage,freesurfer,Axial
513,freesurfer/s04-bas-si-avanto-15-t1se-20140518/s04-bas-si-avanto-15-t1se-20140518_x.png,s04,bas-avanto-t1se,freesurfer,Sagittal
514,freesurfer/s04-bas-si-avanto-15-t1se-20140518/s04-bas-si-avanto-15-t1se-20140518_y.png,s04,bas-avanto-t1se,freesurfer,Coronal
515,freesurfer/s04-bas-si-avanto-15-t1se-20140518/s04-bas-si-avanto-15-t1se-20140518_z.png,s04,bas-avanto-t1se,freesurfer,Axial
516,freesurfer/s08-bas-si-avanto-19-mprage-20140518/s08-bas-si-avanto-19-mprage-20140518_x.png,s08,bas-avanto-mprage,freesurfer,Sagittal
517,freesurfer/s08-bas-si-avanto-19-mprage-20140518/s08-bas-si-avanto-19-mprage-20140518_y.png,s08,bas-avanto-mprage,freesurfer,Coronal
518,freesurfer/s08-bas-si-avanto-19-mprage-20140518/s08-bas-si-avanto-19-mprage-20140518_z.png,s08,bas-avanto-mprage,freesurfer,Axial
519,freesurfer/s08-ber-si-triotim-5-mprage-20140520/s08-ber-si-triotim-5-mprage-20140520_z.png,s08,ber-triotim-mprage,freesurfer,Axial
520,freesurfer/s08-ber-si-triotim-5-mprage-20140520/s08-ber-si-triotim-5-mprage-20140520_x.png,s08,ber-triotim-mprage,freesurfer,Sagittal
521,freesurfer/s08-ber-si-triotim-5-mprage-20140520/s08-ber-si-triotim-5-mprage-20140520_y.png,s08,ber-triotim-mprage,freesurfer,Coronal
522,freesurfer/s08-bas-si-prisma-4-t1se-20140518/s08-bas-si-prisma-4-t1se-20140518_x.png,s08,bas-prisma-t1se,freesurfer,Sagittal
523,freesurfer/s08-bas-si-prisma-4-t1se-20140518/s08-bas-si-prisma-4-t1se-20140518_y.png,s08,bas-prisma-t1se,freesurfer,Coronal
524,freesurfer/s08-bas-si-prisma-4-t1se-20140518/s08-bas-si-prisma-4-t1se-20140518_z.png,s08,bas-prisma-t1se,freesurfer,Axial
525,freesurfer/s09-mil-ph-intera-501-mprage-20140514/s09-mil-ph-intera-501-mprage-20140514_z.png,s09,mil-intera-mprage,freesurfer,Axial
526,freesurfer/s09-mil-ph-intera-501-mprage-20140514/s09-mil-ph-intera-501-mprage-20140514_y.png,s09,mil-intera-mprage,freesurfer,Coronal
